Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
North Dakota,2021-08-03,111699,1570,NA,NA,1.4055631652924376
Ohio,2021-08-03,1131029,20722,NA,NA,1.8318716849877412
Oklahoma,2021-08-03,486232,7485,NA,NA,1.5393886046167262
Oregon,2021-08-03,221799,2863,NA,NA,1.2908083444920853
Pennsylvania,2021-08-03,1241990,27857,NA,NA,2.242932712823775
Rhode Island,2021-08-03,154790,2740,NA,NA,1.7701401899347502
South Carolina,2021-08-03,623947,9915,NA,NA,1.5890772773969584
South Dakota,2021-08-03,125225,2045,NA,NA,1.6330604911159912
Tennessee,2021-08-03,900418,12749,NA,NA,1.4158979496189548
Texas,2021-08-03,3179789,53329,NA,NA,1.6919673351855535
Utah,2021-08-03,434711,2466,NA,NA,0.5672734299339102
Vermont,2021-08-03,25038,260,NA,NA,1.038421599169263
Virginia,2021-08-03,697939,11534,NA,NA,1.652579953262391
Washington,2021-08-03,475881,6127,NA,NA,1.287506750637239
West Virginia,2021-08-03,167681,2949,NA,NA,1.7586965726587986
Wisconsin,2021-08-03,689285,8295,NA,NA,1.2034209361874986
Wyoming,2021-08-03,65467,776,NA,NA,1.1853300135946354
Alabama,2020-08-04,92502,1633,35401,55468,NA
Alaska,2020-08-04,3385,25,946,2414,NA
Arizona,2020-08-04,179497,3779,23702,152016,NA
Arkansas,2020-08-04,44597,475,37240,6882,NA
California,2020-08-04,525636,9313,NA,NA,NA
Colorado,2020-08-04,47968,1844,5393,40731,NA
Connecticut,2020-08-04,50062,4437,8613,37012,NA
Delaware,2020-08-04,15055,600,8267,6188,NA
District of Columbia,2020-08-04,12313,586,9893,1834,NA
Florida,2020-08-04,491884,7157,NA,NA,NA
Georgia,2020-08-04,195435,3842,NA,NA,NA
Hawaii,2020-08-04,2448,26,1294,1128,NA
Idaho,2020-08-04,21670,200,7370,14100,NA
Illinois,2020-08-04,184522,7723,NA,NA,NA
Indiana,2020-08-04,68433,2917,47355,18161,NA
Iowa,2020-08-04,45905,884,33219,11802,NA
Kansas,2020-08-04,28432,367,1196,26869,NA
Kentucky,2020-08-04,31508,744,8335,22429,NA
Louisiana,2020-08-04,120846,4024,74246,42576,NA
Maine,2020-08-04,3970,124,3396,450,NA
Maryland,2020-08-04,91144,3523,5740,81881,NA
Massachusetts,2020-08-04,118657,8648,97595,12414,NA
Michigan,2020-08-04,92374,6467,60022,25885,NA
Minnesota,2020-08-04,56560,1656,49565,5339,NA
Mississippi,2020-08-04,61125,1711,42391,17023,NA
Missouri,2020-08-04,54226,1293,NA,NA,NA
Montana,2020-08-04,4233,64,2653,1516,NA
Nebraska,2020-08-04,26956,328,19575,7053,NA
Nevada,2020-08-04,51199,847,1158,49194,NA
New Hampshire,2020-08-04,6660,417,5820,423,NA
New Jersey,2020-08-04,185017,15846,32660,136511,NA
New Mexico,2020-08-04,21130,655,8343,12132,NA
New York,2020-08-04,416843,32552,73279,311012,NA
North Carolina,2020-08-04,127630,2043,105093,20494,NA
North Dakota,2020-08-04,6785,105,5590,1090,NA
Ohio,2020-08-04,93963,3265,69501,21197,NA
Oklahoma,2020-08-04,38602,551,31165,6886,NA
Oregon,2020-08-04,19366,328,3960,15078,NA
Pennsylvania,2020-08-04,118282,7227,86757,24298,NA
Rhode Island,2020-08-04,19246,1030,1838,16378,NA
South Carolina,2020-08-04,92951,1793,32859,58299,NA
South Dakota,2020-08-04,9020,135,7939,946,NA
Tennessee,2020-08-04,110636,1092,70878,38666,NA
Texas,2020-08-04,433318,7448,297422,154386,NA
Utah,2020-08-04,41529,314,29967,11248,NA
Vermont,2020-08-04,1427,57,1240,130,NA
Virginia,2020-08-04,93106,2218,12255,78633,NA
Washington,2020-08-04,59447,1638,NA,NA,NA
West Virginia,2020-08-04,6978,117,4918,1943,NA
Wisconsin,2020-08-04,55328,949,44495,9884,NA
Wyoming,2020-08-04,2848,27,2214,607,NA
Alabama,2021-08-04,592417,11542,NA,NA,1.9482898026221396
Alaska,2021-08-04,76532,391,NA,NA,0.5108974023937699
Arizona,2021-08-04,933361,18282,NA,NA,1.9587276520017445
Arkansas,2021-08-04,391623,6215,NA,NA,1.5869854426323275
California,2021-08-04,4078462,64210,NA,NA,1.5736491578489458
Colorado,2021-08-04,578276,6957,NA,NA,1.2030587470342882
Connecticut,2021-08-04,356164,8292,NA,NA,2.328140968767197
Delaware,2021-08-04,111762,1833,NA,NA,1.640092339077683
District of Columbia,2021-08-04,50800,1149,NA,NA,2.2618110236220472
Florida,2021-08-04,2634234,39079,NA,NA,1.483505261871193
Georgia,2021-08-04,1194768,21723,NA,NA,1.8181772528223052
Hawaii,2021-08-04,43616,538,NA,NA,1.233492296404989
Idaho,2021-08-04,202032,2209,NA,NA,1.0933911459570762
Illinois,2021-08-04,1427901,25891,NA,NA,1.8132209445892955
Indiana,2021-08-04,775686,14025,NA,NA,1.808076979602571
Iowa,2021-08-04,378831,6183,NA,NA,1.6321261987535338
Kansas,2021-08-04,333926,5261,NA,NA,1.575498763199032
Kentucky,2021-08-04,487871,7352,NA,NA,1.506955732150507
Louisiana,2021-08-04,557540,11085,NA,NA,1.9881981561861033
Maine,2021-08-04,70718,900,NA,NA,1.2726604259170224
Maryland,2021-08-04,469910,9835,NA,NA,2.0929539699091317
Massachusetts,2021-08-04,722986,18086,NA,NA,2.501569878254904
Michigan,2021-08-04,1014087,21216,NA,NA,2.092128190184866
Minnesota,2021-08-04,614990,7771,NA,NA,1.2635977820777573
Mississippi,2021-08-04,350070,7590,NA,NA,2.1681378010112264
Missouri,2021-08-04,692340,10193,NA,NA,1.4722535170580928
Montana,2021-08-04,117033,1716,NA,NA,1.466253108097716
Nebraska,2021-08-04,229443,2281,NA,NA,0.9941466943859696
Nevada,2021-08-04,360147,5929,NA,NA,1.6462722166226569
New Hampshire,2021-08-04,101155,1388,NA,NA,1.3721516484602838
New Jersey,2021-08-04,1042472,26614,NA,NA,2.552970247642143
New Mexico,2021-08-04,211970,4415,NA,NA,2.082841911591263
New York,2021-08-04,2158388,53670,NA,NA,2.486577946133874
North Carolina,2021-08-04,1058887,13679,NA,NA,1.291828117636726
North Dakota,2021-08-04,111837,1571,NA,NA,1.404722945000313
Ohio,2021-08-04,1132798,20736,NA,NA,1.8302468754358676
Oklahoma,2021-08-04,487178,7485,NA,NA,1.5363994269035135
Oregon,2021-08-04,223364,2872,NA,NA,1.285793592521624
Pennsylvania,2021-08-04,1243563,27868,NA,NA,2.2409801513875856
Rhode Island,2021-08-04,154985,2740,NA,NA,1.7679130238410168
South Carolina,2021-08-04,626038,9917,NA,NA,1.5840891447484018
South Dakota,2021-08-04,125225,2045,NA,NA,1.6330604911159912
Tennessee,2021-08-04,903095,12766,NA,NA,1.4135832885798283
Texas,2021-08-04,3194350,53395,NA,NA,1.6828352693529207
Utah,2021-08-04,435439,2471,NA,NA,0.5674732855807587
Vermont,2021-08-04,25077,260,NA,NA,1.0368066355624677
Virginia,2021-08-04,699342,11536,NA,NA,1.6495505775428905
Washington,2021-08-04,481357,6136,NA,NA,1.274729566621032
West Virginia,2021-08-04,167948,2954,NA,NA,1.758877747874342
Wisconsin,2021-08-04,690856,8299,NA,NA,1.201263360237155
Wyoming,2021-08-04,65704,786,NA,NA,1.1962741994399124
Alabama,2020-08-05,93457,1666,35401,56390,NA
Alaska,2020-08-05,3439,25,987,2427,NA
Arizona,2020-08-05,180505,3845,23944,152716,NA
Arkansas,2020-08-05,45381,490,38000,6891,NA
California,2020-08-05,531807,9471,NA,NA,NA
Colorado,2020-08-05,48394,1849,5424,41121,NA
Connecticut,2020-08-05,50110,4437,8613,37060,NA
Delaware,2020-08-05,15137,601,8303,6233,NA
District of Columbia,2020-08-05,12398,587,9959,1852,NA
Florida,2020-08-05,497330,7402,NA,NA,NA
Georgia,2020-08-05,197948,3921,NA,NA,NA
Hawaii,2020-08-05,2591,27,1315,1249,NA
Idaho,2020-08-05,22236,210,7617,14409,NA
Illinois,2020-08-05,185993,7742,NA,NA,NA
Indiana,2020-08-05,69255,2928,43535,22792,NA
Iowa,2020-08-05,46231,888,34023,11320,NA
Kansas,2020-08-05,28782,368,1196,27218,NA
Kentucky,2020-08-05,32197,751,8406,23040,NA
Louisiana,2020-08-05,124461,4051,74246,46164,NA
Maine,2020-08-05,3977,123,3424,430,NA
Maryland,2020-08-05,91854,3530,5740,82584,NA
Massachusetts,2020-08-05,119203,8657,97595,12951,NA
Michigan,2020-08-05,93175,6471,60022,26682,NA
Minnesota,2020-08-05,57162,1660,50426,5076,NA
Mississippi,2020-08-05,62199,1753,42391,18055,NA
Missouri,2020-08-05,55468,1306,NA,NA,NA
Montana,2020-08-05,4314,64,2766,1484,NA
Nebraska,2020-08-05,27178,332,19677,7169,NA
Nevada,2020-08-05,52179,862,1209,50108,NA
New Hampshire,2020-08-05,6693,418,5848,427,NA
New Jersey,2020-08-05,185410,15857,32697,136856,NA
New Mexico,2020-08-05,21340,658,8463,12219,NA
New York,2020-08-05,417589,32558,73326,311705,NA
North Carolina,2020-08-05,128715,2061,105093,21561,NA
North Dakota,2020-08-05,6933,107,5715,1111,NA
Ohio,2020-08-05,95106,3281,71338,20487,NA
Oklahoma,2020-08-05,39463,566,32319,6578,NA
Oregon,2020-08-05,19699,333,3960,15406,NA
Pennsylvania,2020-08-05,119119,7251,86256,25612,NA
Rhode Island,2020-08-05,19390,1032,1848,16510,NA
South Carolina,2020-08-05,94190,1847,32859,59484,NA
South Dakota,2020-08-05,9079,136,8008,935,NA
Tennessee,2020-08-05,112441,1117,73259,38065,NA
Texas,2020-08-05,451007,7688,306262,156210,NA
Utah,2020-08-05,41907,321,30449,11137,NA
Vermont,2020-08-05,1431,57,1249,125,NA
Virginia,2020-08-05,94251,2244,12385,79622,NA
Washington,2020-08-05,60132,1656,NA,NA,NA
West Virginia,2020-08-05,7059,124,5063,1872,NA
Wisconsin,2020-08-05,56056,961,45368,9727,NA
Wyoming,2020-08-05,2884,27,2284,573,NA
Alabama,2021-08-05,595816,11561,NA,NA,1.9403641392644708
Alaska,2021-08-05,76874,393,NA,NA,0.511226162291542
Arizona,2021-08-05,935647,18289,NA,NA,1.954690176957763
Arkansas,2021-08-05,394461,6230,NA,NA,1.5793703306537274
California,2021-08-05,4088729,64267,NA,NA,1.5710921201175183
Colorado,2021-08-05,579366,6963,NA,NA,1.201830966953532
Connecticut,2021-08-05,356701,8292,NA,NA,2.324636039708327
Delaware,2021-08-05,111884,1833,NA,NA,1.6383039576704443
District of Columbia,2021-08-05,50858,1149,NA,NA,2.259231585984506
Florida,2021-08-05,2634234,39079,NA,NA,1.483505261871193
Georgia,2021-08-05,1199628,21735,NA,NA,1.8118116616151008
Hawaii,2021-08-05,43962,538,NA,NA,1.2237841772439837
Idaho,2021-08-05,202669,2210,NA,NA,1.090447971816114
Illinois,2021-08-05,1430265,25909,NA,NA,1.8114824875110556
Indiana,2021-08-05,777417,14039,NA,NA,1.805851943037006
Iowa,2021-08-05,382401,6193,NA,NA,1.619504133095886
Kansas,2021-08-05,334125,5264,NA,NA,1.5754582865693976
Kentucky,2021-08-05,490399,7362,NA,NA,1.501226552256428
Louisiana,2021-08-05,562319,11129,NA,NA,1.9791257275674483
Maine,2021-08-05,70847,900,NA,NA,1.270343133795362
Maryland,2021-08-05,470605,9840,NA,NA,2.0909255107786784
Massachusetts,2021-08-05,724018,18086,NA,NA,2.4980041932659134
Michigan,2021-08-05,1014087,21216,NA,NA,2.092128190184866
Minnesota,2021-08-05,615923,7776,NA,NA,1.2624954742719463
Mississippi,2021-08-05,352891,7597,NA,NA,2.1527893882246927
Missouri,2021-08-05,696700,10219,NA,NA,1.4667719247882876
Montana,2021-08-05,117328,1718,NA,NA,1.464271103231965
Nebraska,2021-08-05,229824,2285,NA,NA,0.9942390698969646
Nevada,2021-08-05,361140,5953,NA,NA,1.6483912056266268
New Hampshire,2021-08-05,101277,1389,NA,NA,1.37148612221926
New Jersey,2021-08-05,1043702,26625,NA,NA,2.551015519755639
New Mexico,2021-08-05,212577,4416,NA,NA,2.077364907774595
New York,2021-08-05,2161314,53676,NA,NA,2.483489210730139
North Carolina,2021-08-05,1062300,13700,NA,NA,1.289654523204368
North Dakota,2021-08-05,111933,1572,NA,NA,1.4044115676342095
Ohio,2021-08-05,1134965,20744,NA,NA,1.8274572343640552
Oklahoma,2021-08-05,489338,7531,NA,NA,1.539018020264112
Oregon,2021-08-05,224547,2877,NA,NA,1.2812462424347686
Pennsylvania,2021-08-05,1245004,27883,NA,NA,2.2395911981005683
Rhode Island,2021-08-05,155287,2743,NA,NA,1.7664067178836609
South Carolina,2021-08-05,628202,9930,NA,NA,1.580701748800545
South Dakota,2021-08-05,125599,2052,NA,NA,1.6337709695140883
Tennessee,2021-08-05,906893,12776,NA,NA,1.4087659734941167
Texas,2021-08-05,3213686,53457,NA,NA,1.677905118651122
Utah,2021-08-05,436489,2479,NA,NA,0.5679410019496482
Vermont,2021-08-05,25129,260,NA,NA,1.0346611484738748
Virginia,2021-08-05,701059,11541,NA,NA,1.6462237843034608
Washington,2021-08-05,483389,6145,NA,NA,1.2712328993833124
West Virginia,2021-08-05,168330,2956,NA,NA,1.7560743777104495
Wisconsin,2021-08-05,692189,8302,NA,NA,1.1993834053993924
Wyoming,2021-08-05,65953,786,NA,NA,1.1917577668946069
Alabama,2020-08-06,95323,1695,37923,55705,NA
Alaska,2020-08-06,3494,25,1017,2452,NA
Arizona,2020-08-06,182203,3932,24222,154049,NA
Arkansas,2020-08-06,46293,508,38848,6937,NA
California,2020-08-06,537548,9605,NA,NA,NA
Colorado,2020-08-06,48988,1851,5449,41688,NA
Connecticut,2020-08-06,50225,4437,8613,37175,NA
Delaware,2020-08-06,15296,606,8339,6351,NA
District of Columbia,2020-08-06,12443,587,10015,1841,NA
Florida,2020-08-06,502739,7627,NA,NA,NA
Georgia,2020-08-06,201713,3984,NA,NA,NA
Hawaii,2020-08-06,2763,27,1354,1382,NA
Idaho,2020-08-06,22708,217,7875,14616,NA
Illinois,2020-08-06,187752,7770,NA,NA,NA
Indiana,2020-08-06,69975,2933,51709,15333,NA
Iowa,2020-08-06,46836,900,34733,11203,NA
Kansas,2020-08-06,29251,372,1254,27625,NA
Kentucky,2020-08-06,32741,752,8467,23522,NA
Louisiana,2020-08-06,125943,4096,89083,32764,NA
Maine,2020-08-06,3994,124,3456,414,NA
Maryland,2020-08-06,92426,3536,5749,83141,NA
Massachusetts,2020-08-06,119643,8659,99021,11963,NA
Michigan,2020-08-06,93893,6478,60022,27393,NA
Minnesota,2020-08-06,57779,1670,51223,4886,NA
Mississippi,2020-08-06,63444,1804,42391,19249,NA
Missouri,2020-08-06,56618,1314,NA,NA,NA
Montana,2020-08-06,4429,65,2820,1544,NA
Nebraska,2020-08-06,27489,340,19764,7385,NA
Nevada,2020-08-06,52828,890,1234,50704,NA
New Hampshire,2020-08-06,6719,418,5915,386,NA
New Jersey,2020-08-06,185810,15842,32749,137219,NA
New Mexico,2020-08-06,21566,667,8685,12214,NA
New York,2020-08-06,418225,32587,73410,312228,NA
North Carolina,2020-08-06,129733,2085,105093,22555,NA
North Dakota,2020-08-06,7057,108,5837,1112,NA
Ohio,2020-08-06,96305,3305,72950,20050,NA
Oklahoma,2020-08-06,40564,583,33383,6598,NA
Oregon,2020-08-06,19978,338,4037,15603,NA
Pennsylvania,2020-08-06,119842,7258,87942,24642,NA
Rhode Island,2020-08-06,19481,1034,1855,16592,NA
South Carolina,2020-08-06,95472,1894,32859,60719,NA
South Dakota,2020-08-06,9168,137,8080,951,NA
Tennessee,2020-08-06,114098,1144,75550,37404,NA
Texas,2020-08-06,460336,8069,315652,156983,NA
Utah,2020-08-06,42328,327,30911,11090,NA
Vermont,2020-08-06,1436,57,1254,125,NA
Virginia,2020-08-06,95049,2274,12522,80253,NA
Washington,2020-08-06,60963,1677,NA,NA,NA
West Virginia,2020-08-06,7162,124,5218,1820,NA
Wisconsin,2020-08-06,56940,970,46323,9647,NA
Wyoming,2020-08-06,2923,27,2323,573,NA
Alabama,2021-08-06,599633,11574,NA,NA,1.9301806271502735
Alaska,2021-08-06,77253,398,NA,NA,0.5151903485948766
Arizona,2021-08-06,937936,18300,NA,NA,1.951092611862643
Arkansas,2021-08-06,397238,6247,NA,NA,1.5726088642073517
California,2021-08-06,4103922,64301,NA,NA,1.566103900975061
Colorado,2021-08-06,580610,6970,NA,NA,1.2004615835070012
Connecticut,2021-08-06,357345,8296,NA,NA,2.3215659936475954
Delaware,2021-08-06,112070,1833,NA,NA,1.6355849022932096
District of Columbia,2021-08-06,50975,1149,NA,NA,2.2540461010299166
Florida,2021-08-06,2634234,39079,NA,NA,1.483505261871193
Georgia,2021-08-06,1205434,21767,NA,NA,1.805739675502765
Hawaii,2021-08-06,44617,538,NA,NA,1.205818410023085
Idaho,2021-08-06,203412,2214,NA,NA,1.088431360981653
Illinois,2021-08-06,1433313,25923,NA,NA,1.8086070523326028
Indiana,2021-08-06,779317,14045,NA,NA,1.8022191226420057
Iowa,2021-08-06,382401,6193,NA,NA,1.619504133095886
Kansas,2021-08-06,338312,5292,NA,NA,1.56423656269952
Kentucky,2021-08-06,492556,7366,NA,NA,1.4954644751053687
Louisiana,2021-08-06,567787,11162,NA,NA,1.9658780493389247
Maine,2021-08-06,70996,900,NA,NA,1.2676770522282943
Maryland,2021-08-06,471334,9842,NA,NA,2.088115858393411
Massachusetts,2021-08-06,725189,18093,NA,NA,2.494935802942406
Michigan,2021-08-06,1014087,21216,NA,NA,2.092128190184866
Minnesota,2021-08-06,616784,7781,NA,NA,1.261543749513606
Mississippi,2021-08-06,356055,7613,NA,NA,2.138152813469829
Missouri,2021-08-06,700748,10243,NA,NA,1.461723758041407
Montana,2021-08-06,117610,1720,NA,NA,1.4624606751126603
Nebraska,2021-08-06,230236,2289,NA,NA,0.994197258465227
Nevada,2021-08-06,362275,5979,NA,NA,1.6504036988475606
New Hampshire,2021-08-06,101505,1389,NA,NA,1.3684054972661446
New Jersey,2021-08-06,1045168,26629,NA,NA,2.547820063377371
New Mexico,2021-08-06,213247,4419,NA,NA,2.072244861592426
New York,2021-08-06,2164850,53691,NA,NA,2.48012564380904
North Carolina,2021-08-06,1066631,13724,NA,NA,1.2866680229620178
North Dakota,2021-08-06,112050,1572,NA,NA,1.4029451137884872
Ohio,2021-08-06,1136934,20753,NA,NA,1.8250839538618775
Oklahoma,2021-08-06,491680,7531,NA,NA,1.5316872762772535
Oregon,2021-08-06,225919,2885,NA,NA,1.2770063606867947
Pennsylvania,2021-08-06,1246853,27890,NA,NA,2.236831446850591
Rhode Island,2021-08-06,155527,2743,NA,NA,1.7636809042802857
South Carolina,2021-08-06,631037,9939,NA,NA,1.5750265039926343
South Dakota,2021-08-06,125599,2052,NA,NA,1.6337709695140883
Tennessee,2021-08-06,910185,12791,NA,NA,1.4053186989458186
Texas,2021-08-06,3227417,53538,NA,NA,1.672291155704431
Utah,2021-08-06,437585,2486,NA,NA,0.5681181941794166
Vermont,2021-08-06,25219,260,NA,NA,1.0309687140647923
Virginia,2021-08-06,702819,11546,NA,NA,1.6428127298778206
Washington,2021-08-06,486303,6155,NA,NA,1.265671813663498
West Virginia,2021-08-06,168733,2961,NA,NA,1.754843450895794
Wisconsin,2021-08-06,693933,8305,NA,NA,1.19680142031003
Wyoming,2021-08-06,66200,786,NA,NA,1.187311178247734
Alabama,2020-08-07,97044,1714,37923,57407,NA
Alaska,2020-08-07,3528,25,1220,2283,NA
Arizona,2020-08-07,183656,4002,24531,155123,NA
Arkansas,2020-08-07,47028,515,39555,6958,NA
California,2020-08-07,545889,9760,NA,NA,NA
Colorado,2020-08-07,49436,1852,5471,42113,NA
Connecticut,2020-08-07,50245,4437,8721,37087,NA
Delaware,2020-08-07,15365,606,8365,6394,NA
District of Columbia,2020-08-07,12518,587,10094,1837,NA
Florida,2020-08-07,510389,7747,NA,NA,NA
Georgia,2020-08-07,204895,4026,NA,NA,NA
Hawaii,2020-08-07,2914,29,1402,1483,NA
Idaho,2020-08-07,23401,223,8207,14971,NA
Illinois,2020-08-07,189705,7791,NA,NA,NA
Indiana,2020-08-07,71015,2948,53301,14766,NA
Iowa,2020-08-07,47559,912,35548,11099,NA
Kansas,2020-08-07,29612,378,1254,27980,NA
Kentucky,2020-08-07,33254,760,8523,23971,NA
Louisiana,2020-08-07,127246,4146,89083,34017,NA
Maine,2020-08-07,3999,124,3475,400,NA
Maryland,2020-08-07,93005,3551,5790,83664,NA
Massachusetts,2020-08-07,119874,8691,99021,12162,NA
Michigan,2020-08-07,94656,6506,60022,28128,NA
Minnesota,2020-08-07,58640,1677,51604,5359,NA
Mississippi,2020-08-07,64400,1825,42391,20184,NA
Missouri,2020-08-07,57709,1319,NA,NA,NA
Montana,2020-08-07,4602,65,2964,1573,NA
Nebraska,2020-08-07,27821,340,19885,7596,NA
Nevada,2020-08-07,53557,900,1251,51406,NA
New Hampshire,2020-08-07,6742,419,5923,400,NA
New Jersey,2020-08-07,186233,15849,32811,137573,NA
New Mexico,2020-08-07,21773,669,8828,12276,NA
New York,2020-08-07,418928,32589,73472,312867,NA
North Carolina,2020-08-07,131802,2126,105093,24583,NA
North Dakota,2020-08-07,7177,109,5949,1119,NA
Ohio,2020-08-07,97471,3330,74612,19529,NA
Oklahoma,2020-08-07,41401,593,34320,6488,NA
Oregon,2020-08-07,20224,339,4065,15820,NA
Pennsylvania,2020-08-07,120652,7287,88555,24810,NA
Rhode Island,2020-08-07,19611,1034,1866,16711,NA
South Carolina,2020-08-07,96797,1942,32859,61996,NA
South Dakota,2020-08-07,9273,141,8145,987,NA
Tennessee,2020-08-07,116350,1186,77558,37606,NA
Texas,2020-08-07,470077,8929,323804,155308,NA
Utah,2020-08-07,42915,330,31619,10966,NA
Vermont,2020-08-07,1445,58,1258,129,NA
Virginia,2020-08-07,95867,2299,12635,80933,NA
Washington,2020-08-07,61686,1685,NA,NA,NA
West Virginia,2020-08-07,7278,124,5330,1824,NA
Wisconsin,2020-08-07,57779,978,47221,9580,NA
Wyoming,2020-08-07,2953,27,2366,560,NA
Alabama,2021-08-07,603318,11600,NA,NA,1.922700797920831
Alaska,2021-08-07,77586,398,NA,NA,0.5129791457221664
Arizona,2021-08-07,940762,18342,NA,NA,1.9496960974189008
Arkansas,2021-08-07,400275,6269,NA,NA,1.566173255886578
California,2021-08-07,4117922,64335,NA,NA,1.5616064484746333
Colorado,2021-08-07,581692,6978,NA,NA,1.19960391409887
Connecticut,2021-08-07,358076,8296,NA,NA,2.3168265954713525
Delaware,2021-08-07,112298,1833,NA,NA,1.6322641543037275
District of Columbia,2021-08-07,51103,1149,NA,NA,2.2484002896111774
Florida,2021-08-07,2768985,39695,NA,NA,1.433557783808869
Georgia,2021-08-07,1211439,21802,NA,NA,1.799677903716159
Hawaii,2021-08-07,45245,540,NA,NA,1.1935020444247983
Idaho,2021-08-07,204091,2217,NA,NA,1.0862801397415858
Illinois,2021-08-07,1436353,25936,NA,NA,1.8056842572821583
Indiana,2021-08-07,781326,14054,NA,NA,1.7987370188628051
Iowa,2021-08-07,382401,6193,NA,NA,1.619504133095886
Kansas,2021-08-07,340491,5305,NA,NA,1.558044118640434
Kentucky,2021-08-07,495132,7372,NA,NA,1.4888958903888256
Louisiana,2021-08-07,573903,11210,NA,NA,1.9532917583633471
Maine,2021-08-07,71141,900,NA,NA,1.26509326548685
Maryland,2021-08-07,472224,9846,NA,NA,2.0850274446025616
Massachusetts,2021-08-07,726395,18095,NA,NA,2.491068908789295
Michigan,2021-08-07,1018601,21221,NA,NA,2.083347650355733
Minnesota,2021-08-07,617788,7787,NA,NA,1.260464754899739
Mississippi,2021-08-07,358149,7621,NA,NA,2.127885321472348
Missouri,2021-08-07,703914,10265,NA,NA,1.4582747324246996
Montana,2021-08-07,117882,1722,NA,NA,1.46078281671502
Nebraska,2021-08-07,230630,2289,NA,NA,0.9924988076139272
Nevada,2021-08-07,363574,6005,NA,NA,1.6516582593914857
New Hampshire,2021-08-07,101662,1389,NA,NA,1.3662922232495918
New Jersey,2021-08-07,1046514,26636,NA,NA,2.5452120086305583
New Mexico,2021-08-07,213793,4425,NA,NA,2.0697590660124514
New York,2021-08-07,2168589,53694,NA,NA,2.475987842786254
North Carolina,2021-08-07,1071137,13736,NA,NA,1.2823756438252063
North Dakota,2021-08-07,112169,1573,NA,NA,1.4023482423842597
Ohio,2021-08-07,1138600,20763,NA,NA,1.8232917618127524
Oklahoma,2021-08-07,493983,7531,NA,NA,1.524546391272574
Oregon,2021-08-07,226899,2889,NA,NA,1.2732537384475031
Pennsylvania,2021-08-07,1248599,27898,NA,NA,2.234344253038806
Rhode Island,2021-08-07,155825,2743,NA,NA,1.7603080378629874
